Id,Name,Position,Date of Birth,Country,Market Value,Team,TeamId,PictureUrl
45189,Jhonatan,Goalkeeper,1991-05-08,Brazil,800000,Rio Ave FC,496,https://img.a.transfermarkt.technology/portrait/medium/212216-1676542269.jpg?lm=1
114150,Cezary Miszta,Goalkeeper,2001-10-30,Poland,1000000,Rio Ave FC,496,https://img.a.transfermarkt.technology/portrait/medium/487167-1677702640.png?lm=1
263610,Antzelo Sina,Goalkeeper,2004-01-07,Albania,200000,Rio Ave FC,496,https://img.a.transfermarkt.technology/portrait/medium/923129-1696272487.jpg?lm=1
4266,Omar Richards,Defence,1998-02-15,England,2500000,Rio Ave FC,496,https://img.a.transfermarkt.technology/portrait/medium/424881-1596807986.jpg?lm=1
98870,Jonathan Panzo,Defence,2000-10-25,England,1200000,Rio Ave FC,496,https://img.a.transfermarkt.technology/portrait/medium/392777-1684494358.jpg?lm=1
178737,Patrick William,Defence,1997-06-03,Brazil,800000,Rio Ave FC,496,https://img.a.transfermarkt.technology/portrait/medium/560903-1676542575.jpg?lm=1
193588,Joao Tome,Defence,2003-02-12,Portugal,1000000,Rio Ave FC,496,https://img.a.transfermarkt.technology/portrait/medium/551981-1704295035.jpg?lm=1
194165,Aderlan,Defence,1989-04-09,Brazil,200000,Rio Ave FC,496,https://img.a.transfermarkt.technology/portrait/medium/159142-1676543087.jpg?lm=1
204151,Jorge Karseladze,Defence,2005-03-18,Portugal,3000000,Rio Ave FC,496,https://img.a.transfermarkt.technology/portrait/medium/290256-1599421564.jpg?lm=1
250593,Francisco Petrasso,Defence,2002-02-28,Argentina,1500000,Rio Ave FC,496,https://img.a.transfermarkt.technology/portrait/medium/985683-1724874185.jpg?lm=1
45452,João Novais,Midfield,1993-07-10,Portugal,900000,Rio Ave FC,496,https://img.a.transfermarkt.technology/portrait/medium/228940-1694440227.png?lm=1
172912,Demir Tiknaz,Midfield,2004-08-17,Turkey,100000,Rio Ave FC,496,https://img.a.transfermarkt.technology/portrait/medium/138285-1548346230.jpg?lm=1
220603,Chukwudi Igbokwe,Midfield,2002-06-20,Nigeria,100000,Rio Ave FC,496,https://img.a.transfermarkt.technology/portrait/medium/default.jpg?lm=1
261561,Georgios Okkas,Midfield,2004-10-24,Cyprus,200000,Rio Ave FC,496,https://img.a.transfermarkt.technology/portrait/medium/614987-1681592213.PNG?lm=1
271031,Michalis Patiras,Midfield,2004-05-13,Greece,350000,Rio Ave FC,496,https://img.a.transfermarkt.technology/portrait/medium/743987-1629128023.JPG?lm=1
105208,Kiko Bondoso,Offence,1995-11-17,Portugal,600000,Rio Ave FC,496,https://img.a.transfermarkt.technology/portrait/medium/590302-1701335059.png?lm=1
141542,Clayton,Offence,1999-01-11,Brazil,2500000,Rio Ave FC,496,https://img.a.transfermarkt.technology/portrait/medium/733579-1663603724.png?lm=1
170807,Ahmed Hassan Koka,Offence,1993-03-05,Egypt,1200000,Rio Ave FC,496,https://img.a.transfermarkt.technology/portrait/medium/184816-1669802583.png?lm=1
211519,Tobias Medina,Offence,2004-03-03,Argentina,1000000,Rio Ave FC,496,https://img.a.transfermarkt.technology/portrait/medium/default.jpg?lm=1
244984,Karem Zoabi,Offence,2006-05-03,Israel,900000,Rio Ave FC,496,https://img.a.transfermarkt.technology/portrait/medium/default.jpg?lm=1
273017,Valentim Sousa,Offence,2005-02-14,Portugal,0,Rio Ave FC,496,https://img.a.transfermarkt.technology/portrait/medium/default.jpg?lm=1
165143,Martim Neto,Central Midfield,2003-01-14,Portugal,3000000,Rio Ave FC,496,https://img.a.transfermarkt.technology/portrait/medium/549027-1710239527.png?lm=1
150925,Tiago Fonseca Morais,Left Winger,2003-09-03,Portugal,3000000,Rio Ave FC,496,https://img.a.transfermarkt.technology/portrait/medium/815652-1722091202.jpg?lm=1
142162,Ole Pohlmann,Central Midfield,2001-04-05,Germany,2500000,Rio Ave FC,496,https://img.a.transfermarkt.technology/portrait/medium/405690-1692013289.jpg?lm=1
74844,Renato Pantalon,Centre-Back,1997-10-27,Croatia,800000,Rio Ave FC,496,https://img.a.transfermarkt.technology/portrait/medium/410281-1676542925.jpg?lm=1
43696,Vitor Gomes,Defensive Midfield,1987-12-25,Portugal,100000,Rio Ave FC,496,https://img.a.transfermarkt.technology/portrait/medium/38780-1676547235.jpg?lm=1
37490,Amine Oudrhiri,Defensive Midfield,1992-11-04,Morocco,400000,Rio Ave FC,496,https://img.a.transfermarkt.technology/portrait/medium/306668-1676547114.jpg?lm=1
15990,Marious Vrousai,Right Winger,1998-07-02,Greece,1000000,Rio Ave FC,496,https://img.a.transfermarkt.technology/portrait/medium/395632-1567758848.jpg?lm=1
227767,João Muniz,Centre-Back,2005-06-26,Portugal,500000,Rio Ave FC,496,https://img.a.transfermarkt.technology/portrait/medium/984439-1693591906.jpg?lm=1
185179,Brandon Aguilera,Attacking Midfield,2003-06-28,Costa Rica,300000,Rio Ave FC,496,https://img.a.transfermarkt.technology/portrait/medium/631996-1669971243.jpg?lm=1
185150,João Graça,Central Midfield,1995-06-18,Portugal,500000,Rio Ave FC,496,https://img.a.transfermarkt.technology/portrait/medium/257707-1676547331.jpg?lm=1
185138,Fábio Ronaldo,Right Winger,2001-04-28,Portugal,1500000,Rio Ave FC,496,https://img.a.transfermarkt.technology/portrait/medium/742506-1676548424.jpg?lm=1
97893,Franco Israel,Goalkeeper,2000-04-22,Uruguay,5000000,Sporting Clube de Portugal,498,https://img.a.transfermarkt.technology/portrait/medium/492319-1666100418.jpg?lm=1
172267,Vladan Kovacevic,Goalkeeper,1998-04-11,Bosnia-Herzegovina,6000000,Sporting Clube de Portugal,498,https://img.a.transfermarkt.technology/portrait/medium/429070-1725522865.jpg?lm=1
178770,Diego Calai,Goalkeeper,2004-07-18,Italy,1000000,Sporting Clube de Portugal,498,https://img.a.transfermarkt.technology/portrait/medium/848875-1693591996.jpg?lm=1
194860,Francisco Silva,Goalkeeper,2005-11-20,Portugal,200000,Sporting Clube de Portugal,498,https://img.a.transfermarkt.technology/portrait/medium/33706-1695118404.png?lm=1
202181,Diogo Pinto,Goalkeeper,2004-06-18,Portugal,500000,Sporting Clube de Portugal,498,https://img.a.transfermarkt.technology/portrait/medium/670711-1689275244.jpg?lm=1
160926,Zeno Debast,Defence,2003-10-24,Belgium,22000000,Sporting Clube de Portugal,498,https://img.a.transfermarkt.technology/portrait/medium/548193-1725523076.jpg?lm=1
178768,Eduardo Quaresma,Defence,2002-03-02,Portugal,14000000,Sporting Clube de Portugal,498,https://img.a.transfermarkt.technology/portrait/medium/504073-1595248439.jpg?lm=1
191760,Ousmane Diomande,Defence,2003-12-04,Ivory Coast,40000000,Sporting Clube de Portugal,498,https://img.a.transfermarkt.technology/portrait/medium/974982-1676898824.jpg?lm=1
242475,Bruno Ramos,Defence,2005-01-18,Brazil,1500000,Sporting Clube de Portugal,498,https://img.a.transfermarkt.technology/portrait/medium/367468-1678038066.jpg?lm=1
270550,Miguel Alves,Defence,2005-12-30,Portugal,50000,Sporting Clube de Portugal,498,https://img.a.transfermarkt.technology/portrait/medium/59248-1668162778.png?lm=1
28770,Maximiliano Araújo,Midfield,2000-02-15,Uruguay,200000,Sporting Clube de Portugal,498,https://img.a.transfermarkt.technology/portrait/medium/695141-1710239166.jpg?lm=1
270551,João Simões,Midfield,2007-01-06,Portugal,2000000,Sporting Clube de Portugal,498,https://img.a.transfermarkt.technology/portrait/medium/504503-1695207301.jpg?lm=1
270782,Luís Gomes,Midfield,2004-04-24,Portugal,350000,Sporting Clube de Portugal,498,https://img.a.transfermarkt.technology/portrait/medium/305946-1500043002.jpg?lm=1
272008,Henrique Arreiol,Midfield,2005-06-21,Portugal,1800000,Sporting Clube de Portugal,498,https://img.a.transfermarkt.technology/portrait/medium/505655-1625667504.jpg?lm=1
273036,Alexandre Brito,Midfield,2005-07-19,Portugal,27000000,Sporting Clube de Portugal,498,https://img.a.transfermarkt.technology/portrait/medium/454121-1702502076.jpg?lm=1
204124,Mauro Couto,Offence,2005-11-15,Portugal,1000000,Sporting Clube de Portugal,498,https://img.a.transfermarkt.technology/portrait/medium/875511-1631628777.jpg?lm=1
206744,Conrad Harder,Offence,2005-04-07,Denmark,16000000,Sporting Clube de Portugal,498,https://img.a.transfermarkt.technology/portrait/medium/807386-1697191702.jpg?lm=1
229421,Geovany Quenda,Offence,2007-04-30,Portugal,15000000,Sporting Clube de Portugal,498,https://img.a.transfermarkt.technology/portrait/medium/1138758-1730207849.jpg?lm=1
247303,Rafael Nel,Offence,2005-04-03,Portugal,700000,Sporting Clube de Portugal,498,https://img.a.transfermarkt.technology/portrait/medium/468332-1705663732.png?lm=1
264311,Gabriel Silva,Offence,2007-04-09,Portugal,1700000,Sporting Clube de Portugal,498,https://img.a.transfermarkt.technology/portrait/medium/627224-1598272630.jpg?lm=1
176840,Ivan Fresneda,Right-Back,2004-09-28,Spain,9000000,Sporting Clube de Portugal,498,https://img.a.transfermarkt.technology/portrait/medium/946883-1725523108.jpg?lm=1
145357,Gonçalo Inácio,Centre-Back,2001-08-25,Portugal,45000000,Sporting Clube de Portugal,498,https://img.a.transfermarkt.technology/portrait/medium/549006-1716296254.jpg?lm=1
128825,Geny Catamo,Right Winger,2001-01-26,Mozambique,15000000,Sporting Clube de Portugal,498,https://img.a.transfermarkt.technology/portrait/medium/701979-1571749109.jpg?lm=1
102336,Daniel Bragança,Central Midfield,1999-05-27,Portugal,12000000,Sporting Clube de Portugal,498,https://img.a.transfermarkt.technology/portrait/medium/461943-1602774752.jpg?lm=1
92050,Pedro Gonçalves,Attacking Midfield,1998-06-28,Portugal,32000000,Sporting Clube de Portugal,498,https://img.a.transfermarkt.technology/portrait/medium/426620-1602774745.jpg?lm=1
73998,Morten Hjulmand,Defensive Midfield,1999-06-25,Denmark,40000000,Sporting Clube de Portugal,498,https://img.a.transfermarkt.technology/portrait/medium/461496-1725633200.jpg?lm=1
49092,Hidemasa Morita,Central Midfield,1995-05-10,Japan,15000000,Sporting Clube de Portugal,498,https://img.a.transfermarkt.technology/portrait/medium/524315-1666099446.jpg?lm=1
45463,Nuno Santos,Left-Back,1995-02-13,Portugal,1500000,Sporting Clube de Portugal,498,https://img.a.transfermarkt.technology/portrait/medium/367468-1678038066.jpg?lm=1
